name,occupation,count,birthtime,birthplace,location,point,chart
Vinayak_Damodar_Savarkar,r_poets,254,"['1883', 5, '28', '22:00']","Deolali, India","Deolali, Nashik, Maharashtra, 422400, India","('19n9378', '73e8565')",<flatlib.chart.Chart object at 0x624717828>
Margo_Scharten-Antink,r_poets,255,"['1868', 9, '7', '17:00']","Zutphen, Netherlands","Zutphen, Gelderland, Nederland","('52n1293', '6e206')",<flatlib.chart.Chart object at 0x6247387f0>
Annie_Schmidt,r_poets,256,"['1911', 5, '20', '09:30']","Kapelle, Netherlands","Kapelle, Zeeland, Nederland","('51n4769', '3e9517')",<flatlib.chart.Chart object at 0x624738860>
Christian_Friedrich_Daniel_Schubart,r_poets,257,"['1739', 3, '24', '15:00']","Obersontheim, Germany","Obersontheim, Verwaltungsverband Oberes Bühlertal, Landkreis Schwäbisch Hall, Baden-Württemberg, 74423, Deutschland","('49n0575', '9e898')",<flatlib.chart.Chart object at 0x6247217f0>
Marcel_Schwob,r_poets,258,"['1867', 8, '23', '09:00']","Chaville, France","Chaville, Boulogne-Billancourt, Hauts-de-Seine, Île-de-France, France métropolitaine, 92370, France","('48n8087', '2e1883')",<flatlib.chart.Chart object at 0x624721828>
Cyril_Meir_Scott,r_poets,259,"['1879', 9, '27', '03:58']","Oxton, England, United Kingdom","Oxton, North West England, England, CH43 2HG, United Kingdom","('53n381', '3w0479')",<flatlib.chart.Chart object at 0x624736898>
George_Seferis,r_poets,260,"['1900', 3, '13', '01:30']","Smyrna, Turkey","İzmir, Ege Bölgesi, 35240, Türkiye","('38n4147', '27e1434')",<flatlib.chart.Chart object at 0x624736828>
Jorge_de_Sena,r_poets,261,"['1919', 11, '2', '09:50']","Lisbon, Portugal","Lisboa, Grande Lisboa, Área Metropolitana de Lisboa, Portugal","('38n7078', '9w1366')",<flatlib.chart.Chart object at 0x624748898>
Tom_Shapcott,r_poets,262,"['1935', 3, '21', '00:45']","Ipswich, Queensland, Australia","Ipswich, Queensland, 4305, Australia","('27s616', '152e7609')",<flatlib.chart.Chart object at 0x624748860>
Reginald_Shepherd,r_poets,263,"['1963', 4, '10', '15:03']","New York, New York, United States","New York, United States of America","('40n7127', '74w006')",<flatlib.chart.Chart object at 0x6247e1860>
John_Sinclair,r_poets,264,"['1941', 10, '2', '21:18']","Flint, Michigan, United States","Flint, Genesee County, Michigan, United States of America","('43n0162', '83w69')",<flatlib.chart.Chart object at 0x6247e1828>
Edith_Sitwell,r_poets,266,"['1887', 9, '7', '13:30']","Scarborough, England, United Kingdom","Scarborough, North Yorkshire, Yorkshire and the Humber, England, United Kingdom","('54n282', '0w4012')",<flatlib.chart.Chart object at 0x6247e10b8>
B._F._Skinner,r_poets,267,"['1904', 3, '20', '03:15']","Susquehanna, Pennsylvania, United States","Susquehanna County, Pennsylvania, United States of America","('41n8219', '75w8171')",<flatlib.chart.Chart object at 0x6247ee9e8>
Philippe_Soupault,r_poets,268,"['1897', 8, '2', '03:00']","Chaville, France","Chaville, Boulogne-Billancourt, Hauts-de-Seine, Île-de-France, France métropolitaine, 92370, France","('48n8087', '2e1883')",<flatlib.chart.Chart object at 0x6247e3828>
Robert_Southey,r_poets,269,"['1774', 8, '12', '08:30']","Bristol, England, United Kingdom","Bristol, City of Bristol, South West England, England, United Kingdom","('51n4538', '2w5973')",<flatlib.chart.Chart object at 0x6247e3860>
Ernst_Stadler,r_poets,270,"['1883', 8, '11', '23:00']","Colmar, France","Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France","('48n0778', '7e358')",<flatlib.chart.Chart object at 0x6247e3f98>
Ann_Stanford,r_poets,271,"['1916', 11, '25', '18:15']","La Habra, California, United States","La Habra, Orange County, California, 90631, United States of America","('33n933', '117w9448')",<flatlib.chart.Chart object at 0x6247e2828>
Theodor_Storm,r_poets,272,"['1817', 9, '14', '23:30']","Husum, Germany","Husum, Nordfriesland, Schleswig-Holstein, 25813, Deutschland","('54n4854', '9e0538')",<flatlib.chart.Chart object at 0x6247f67b8>
Algernon_Swinburne,r_poets,273,"['1837', 4, '5', '05:00']","London, England, United Kingdom","London, Greater London, England, SW1A 2DX, United Kingdom","('51n5073', '0w1276')",<flatlib.chart.Chart object at 0x6247f6828>
Arthur_Symons,r_poets,274,"['1865', 2, '21', '23:00']","Milford Haven, Wales, United Kingdom","Milford Haven, Pembrokeshire, Wales, SA73 2LA, United Kingdom","('51n7117', '5w0293')",<flatlib.chart.Chart object at 0x6247ed860>
Rabindranath_Tagore,r_poets,275,"['1861', 5, '7', '04:02']","Kolkata, India","Kolkata, West Bengal, India","('22n5454', '88e3568')",<flatlib.chart.Chart object at 0x6247ed828>
André_Theuriet,r_poets,278,"['1833', 10, '8', '06:30']","Marly-le-Roi, France","Marly-le-Roi, Saint-Germain-en-Laye, Yvelines, Île-de-France, France métropolitaine, 78160, France","('48n8682', '2e0966')",<flatlib.chart.Chart object at 0x6247e5898>
Georg_Trakl,r_poets,279,"['1887', 2, '3', '18:30']","Salzburg, Austria","Salzburg, 5020, Österreich","('47n7981', '13e0465')",<flatlib.chart.Chart object at 0x6247e59e8>
Trilussa,r_poets,280,"['1871', 10, '26', '05:00']","Rome, Italy","Roma, Roma Capitale, Italia","('41n8933', '12e4829')",<flatlib.chart.Chart object at 0x6247f6f98>
Gael_Turnbull,r_poets,281,"['1928', 4, '7', '10:00']","Edinburgh, Scotland, United Kingdom","Edinburgh, City of Edinburgh, Scotland, EH1 3EG, United Kingdom","('55n9533', '3w1884')",<flatlib.chart.Chart object at 0x624ae7828>
