name,occupation,count,birthtime,birthplace,location,point,chart
Taio_Cruz,r_producers,265,"['1983', 4, '23']","London, England, United Kingdom","London, Greater London, England, SW1A 2DX, United Kingdom","('51n5073', '0w1276')",<flatlib.chart.Chart object at 0x6246c1240>
Calvin_Harris,r_producers,266,"['1984', 1, '17', '17:22']","Dumfries, Scotland, United Kingdom","Dumfries, Dumfries and Galloway, Scotland, DG1 1HS, United Kingdom","('55n07', '3w6095')",<flatlib.chart.Chart object at 0x6246c1b00>
Pierquinto_Cariaggi,r_producers,268,"['1936', 9, '28', '12:30']","Stia, Italy","Stia, Arezzo, Toscana, 52015, Italia","('43n8015', '11e7067')",<flatlib.chart.Chart object at 0x6246c1a58>
Paone_Cecchi,r_producers,269,"['1961', 9, '16', '08:30']","Rome, Italy","Roma, Roma Capitale, Italia","('41n8933', '12e4829')",<flatlib.chart.Chart object at 0x624698b00>
Bobby_Colomby,r_producers,270,"['1944', 12, '20', '21:00']","New York, New York, United States","New York, United States of America","('40n7127', '74w006')",<flatlib.chart.Chart object at 0x6246a0cc0>
Gian-Carlo_Coppola,r_producers,271,"['1963', 9, '17', '10:08']","Los Angeles, California, United States","Los Angeles, Los Angeles County, California, United States of America","('34n0537', '118w2428')",<flatlib.chart.Chart object at 0x6246a0588>
Franco_Cristaldi,r_producers,272,"['1924', 10, '3', '18:00']","Turin, Italy","Torino, Piemonte, Italia","('45n0678', '7e6825')",<flatlib.chart.Chart object at 0x6246a0630>
Ivan_Devries,r_producers,273,"['1909', 9, '17', '17:51']","Saint-Lunaire, France","Saint-Lunaire, Saint-Malo, Ille-et-Vilaine, Bretagne, France métropolitaine, 35800, France","('48n6355', '2w109')",<flatlib.chart.Chart object at 0x624693630>
Joel_Douglas,r_producers,274,"['1947', 1, '23', '05:45']","Los Angeles, California, United States","Los Angeles, Los Angeles County, California, United States of America","('34n0537', '118w2428')",<flatlib.chart.Chart object at 0x6246b1240>
Josh_Evans,r_producers,275,"['1971', 1, '16', '03:00']","New York, New York, United States","New York, United States of America","('40n7127', '74w006')",<flatlib.chart.Chart object at 0x6246b1978>
Douglas_Fairbanks_Sr.,r_producers,276,"['1883', 5, '23', '05:00']","Denver, Colorado, United States","Denver, Denver County, Colorado, United States of America","('39n7392', '104w9849')",<flatlib.chart.Chart object at 0x6246b1a58>
Dodi_Fayed,r_producers,277,"['1955', 4, '15', '06:45']","Alexandria, Egypt","الإسكندرية, 21519, Egypt / مصر","('31n199', '29e8944')",<flatlib.chart.Chart object at 0x624696208>
Kim_Fowley,r_producers,278,"['1939', 7, '21', '21:46']","Los Angeles, California, United States","Los Angeles, Los Angeles County, California, United States of America","('34n0537', '118w2428')",<flatlib.chart.Chart object at 0x6246ad240>
M._J._Frankovich,r_producers,279,"['1909', 9, '29', '10:00']","Bisbee, Arizona, United States","Bisbee, Cochise County, Arizona, United States of America","('31n4481', '109w9284')",<flatlib.chart.Chart object at 0x6246adb00>
Charles_Fries,r_producers,280,"['1928', 9, '30', '20:55']","Cincinnati, Ohio, United States","Cincinnati, Hamilton County, Ohio, United States of America","('39n1015', '84w5125')",<flatlib.chart.Chart object at 0x6246d11d0>
Jack_Haley_Jr.,r_producers,282,"['1933', 10, '25', '15:21']","Los Angeles, California, United States","Los Angeles, Los Angeles County, California, United States of America","('34n0537', '118w2428')",<flatlib.chart.Chart object at 0x6246d1ac8>
Ross_Hunter,r_producers,283,"['1920', 5, '6', '03:45']","Cleveland, Ohio, United States","Cleveland, Cuyahoga County, Ohio, United States of America","('41n5052', '81w6934')",<flatlib.chart.Chart object at 0x62469b278>
André_Lamy,r_producers,284,"['1962', 10, '31', '20:45']","Ixelles, Belgium","Ixelles - Elsene, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België - Belgique - Belgien","('50n8331', '4e3668')",<flatlib.chart.Chart object at 0x62469b978>
Jesse_Louis_Lasky,r_producers,285,"['1880', 9, '13', '03:15']","San Francisco, California, United States","San Francisco, San Francisco City and County, California, United States of America","('37n779', '122w4199')",<flatlib.chart.Chart object at 0x6246d0198>
Jeffrey_Lurie,r_producers,286,"['1951', 9, '8', '19:11']","Boston, Massachusetts, United States","Boston, Suffolk County, Massachusetts, United States of America","('42n3603', '71w0583')",<flatlib.chart.Chart object at 0x6246d0a90>
Jack_Schwartzman,r_producers,288,"['1932', 7, '22', '05:59']","New York, New York, United States","New York, United States of America","('40n7127', '74w006')",<flatlib.chart.Chart object at 0x624395390>
David_O._Selznick,r_producers,289,"['1902', 5, '10', '10:00']","Pittsburgh, Pennsylvania, United States","Pittsburgh, Allegheny County, Pennsylvania, 15262, United States of America","('40n4417', '79w9901')",<flatlib.chart.Chart object at 0x624395a58>
Phil_Spector,r_producers,290,"['1939', 12, '26', '14:55']","New York, New York, United States","New York, United States of America","('40n7127', '74w006')",<flatlib.chart.Chart object at 0x62439b240>
Mike_Todd,r_producers,291,"['1911', 6, '19', '01:00']","Minneapolis, Minnesota, United States","Minneapolis, Hennepin County, Minnesota, United States of America","('44n9773', '93w2655')",<flatlib.chart.Chart object at 0x62439ba58>
Daniel_Toscan_du_Plantier,r_producers,292,"['1941', 4, '7', '11:30']","Chambry, France","Chambry, Meaux, Seine-et-Marne, Île-de-France, France métropolitaine, 77910, France","('48n9986', '2e8938')",<flatlib.chart.Chart object at 0x62439ba20>
Cecil_Womack,r_producers,293,"['1947', 9, '25', '00:30']","Cleveland, Ohio, United States","Cleveland, Cuyahoga County, Ohio, United States of America","('41n5052', '81w6934')",<flatlib.chart.Chart object at 0x6243bd4e0>
Novika,r_producers,294,"['1974', 3, '22']","Warsaw, Poland","Warszawa, województwo mazowieckie, Polska","('52n2337', '21e0714')",<flatlib.chart.Chart object at 0x62438a278>
Kit_Lambert,r_producers,295,"['1935', 5, '11']","London, England, United Kingdom","London, Greater London, England, SW1A 2DX, United Kingdom","('51n5073', '0w1276')",<flatlib.chart.Chart object at 0x62438a978>
Anne_Buydens_Douglas,r_producers,296,"['1919', 4, '23']","Hanover, Germany","Hannover, Region Hannover, Niedersachsen, Deutschland","('52n3745', '9e7386')",<flatlib.chart.Chart object at 0x62438aa58>
John_Candy,r_producers,297,"['1950', 10, '31']","Toronto, Canada","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","('43n6535', '79w3839')",<flatlib.chart.Chart object at 0x6243a4b00>
Lyle_Lovett,r_producers,298,"['1957', 11, '1']","Klein, North Harris County, United States","Klein, Harris County, Texas, 77379, United States of America","('30n0477', '95w5324')",<flatlib.chart.Chart object at 0x624393278>
Cuba_Gooding_Jr.,r_producers,299,"['1968', 1, '2']","New York, New York, United States","New York, United States of America","('40n7127', '74w006')",<flatlib.chart.Chart object at 0x6243939e8>
Stephen_Dorff,r_producers,300,"['1973', 7, '29']","Atlanta, Georgia, United States","Atlanta, Fulton County, Georgia, United States of America","('33n7491', '84w3902')",<flatlib.chart.Chart object at 0x6243aa240>
Edward_Furlong,r_producers,301,"['1977', 8, '2']","Pasadena, California, United States","Pasadena, Los Angeles County, California, United States of America","('34n1476', '118w1445')",<flatlib.chart.Chart object at 0x6243aaa90>
Joe_Morton,r_producers,302,"['1947', 10, '18']","New York, New York, United States","New York, United States of America","('40n7127', '74w006')",<flatlib.chart.Chart object at 0x6243bce48>
John_Savage,r_producers,304,"['1949', 8, '25']","Old Bethpage, New York, United States","Old Bethpage, Nassau County, New York, United States of America","('40n7582', '73w4485')",<flatlib.chart.Chart object at 0x6243bc668>
Steve_Guttenberg,r_producers,305,"['1958', 8, '24']","New York, New York, United States","New York, United States of America","('40n7127', '74w006')",<flatlib.chart.Chart object at 0x6243b3240>
Peter_Berg,r_producers,306,"['1964', 3, '11']","New York, New York, United States","New York, United States of America","('40n7127', '74w006')",<flatlib.chart.Chart object at 0x6243b3978>
Mel_Brooks,r_producers,307,"['1926', 6, '28']","New York, New York, United States","New York, United States of America","('40n7127', '74w006')",<flatlib.chart.Chart object at 0x6243c0f28>
Danny_Glover,r_producers,308,"['1946', 7, '22', '17:03']","San Francisco, California, United States","San Francisco, San Francisco City and County, California, United States of America","('37n779', '122w4199')",<flatlib.chart.Chart object at 0x6243c0e80>
Louis_Gossett_Jr.,r_producers,309,"['1936', 5, '27']","New York, New York, United States","New York, United States of America","('40n7127', '74w006')",<flatlib.chart.Chart object at 0x62439f240>
Tom_Hulce,r_producers,310,"['1953', 12, '6']","Whitewater, United States","Whitewater, Butler County, Kansas, United States of America","('37n9647', '97w1475')",<flatlib.chart.Chart object at 0x62439fa90>
Michael_Ironside,r_producers,311,"['1950', 2, '12']","Toronto, Ontario, Canada","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","('43n6535', '79w3839')",<flatlib.chart.Chart object at 0x62439fa58>
Kirstie_Alley,r_producers,312,"['1951', 1, '12']","Wichita, Kansas, United States","Wichita, Sedgwick County, Kansas, United States of America","('37n6922', '97w3375')",<flatlib.chart.Chart object at 0x6248eca58>
Edward_Burns,r_producers,313,"['1968', 1, '29']","New York, New York, United States","New York, United States of America","('40n7127', '74w006')",<flatlib.chart.Chart object at 0x6248f1240>
Peter_Horton,r_producers,314,"['1953', 8, '20']","Bellevue, Washington, United States","Bellevue, King County, Washington, United States of America","('47n6144', '122w1923')",<flatlib.chart.Chart object at 0x6248f1a58>
Timothy_Hutton,r_producers,315,"['1960', 8, '16']","Malibu, California, United States","Malibu, Los Angeles County, California, 90265-4797, United States of America","('34n0356', '118w6894')",<flatlib.chart.Chart object at 0x6248ff240>
Lucy_Liu,r_producers,316,"['1968', 12, '2']","New York, New York, United States","New York, United States of America","('40n7127', '74w006')",<flatlib.chart.Chart object at 0x6248ff9e8>
Ving_Rhames,r_producers,317,"['1959', 5, '12']","New York, New York, United States","New York, United States of America","('40n7127', '74w006')",<flatlib.chart.Chart object at 0x624908240>
Eric_Stoltz,r_producers,318,"['1961', 9, '30']","Whittier, California, United States","Whittier, Los Angeles County, California, United States of America","('33n9709', '118w0308')",<flatlib.chart.Chart object at 0x624908a58>
Jan_P._Muchow,r_producers,322,"['1971', 6, '21']","Rathenow, Germany","Rathenow, Havelland, Brandenburg, Deutschland","('52n6064', '12e3383')",<flatlib.chart.Chart object at 0x624908a20>
Jeff_Fahey,r_producers,323,"['1952', 11, '29']","Olean, New York, United States","Olean, Cattaraugus County, New York, 14760, United States of America","('42n0776', '78w4297')",<flatlib.chart.Chart object at 0x624911a58>
Michael_Papajohn,r_producers,324,"['1964', 11, '7']","Birmingham, Alabama, United States","Birmingham, Jefferson County, Alabama, United States of America","('33n5207', '86w8024')",<flatlib.chart.Chart object at 0x6248d9278>
Rob_Schneider,r_producers,325,"['1963', 10, '31']","San Francisco, California, United States","San Francisco, San Francisco City and County, California, United States of America","('37n779', '122w4199')",<flatlib.chart.Chart object at 0x6248d9240>
Shannon_Elizabeth,r_producers,326,"['1973', 9, '7']","Houston, Texas, United States","Houston, Harris County, Texas, 77002-5902, United States of America","('29n7589', '95w3677')",<flatlib.chart.Chart object at 0x6248ef550>
Casper_Van_Dien,r_producers,327,"['1968', 12, '18']","Milton, United States","Milton, Santa Rosa County, Florida, 32572, United States of America","('30n6324', '87w0397')",<flatlib.chart.Chart object at 0x6248ef4e0>
Bill_Duke,r_producers,329,"['1943', 2, '26']","Poughkeepsie, New York, United States","Poughkeepsie, Dutchess County, New York, 12601, United States of America","('41n7066', '73w9284')",<flatlib.chart.Chart object at 0x624907588>
Gina_Philips,r_producers,330,"['1970', 5, '10']","Miami Beach, Florida, United States","Miami Beach, Miami-Dade County, Florida, United States of America","('25n7929', '80w1353')",<flatlib.chart.Chart object at 0x6249074e0>
Patricia_Heaton,r_producers,331,"['1958', 3, '4']","Bay Village, Ohio, United States","Bay Village, Cuyahoga County, Ohio, 44140, United States of America","('41n485', '81w9208')",<flatlib.chart.Chart object at 0x6248e7198>
Heather_Graham,r_producers,332,"['1970', 1, '29']","Milwaukee, Wisconsin, United States","Milwaukee, Milwaukee County, Wisconsin, United States of America","('43n035', '87w9225')",<flatlib.chart.Chart object at 0x6248e7240>
Goran_Visnjic,r_producers,333,"['1972', 9, '9']","Sibenik, Croatia","Šibenik, Grad Šibenik, Šibensko-kninska županija, 22104, Hrvatska","('43n7337', '15e8965')",<flatlib.chart.Chart object at 0x6248e92b0>
Craig_Sheffer,r_producers,334,"['1960', 4, '23']","York, United States","York, Pennsylvania, United States of America","('39n9624', '76w7274')",<flatlib.chart.Chart object at 0x6248e9a58>
Barry_Pepper,r_producers,335,"['1970', 4, '4']","Campbell River, Canada","Campbell River, Strathcona Regional District, British Columbia, Canada","('50n0231', '125w2442')",<flatlib.chart.Chart object at 0x624acf278>
Deran_Sarafian,r_producers,336,"['1958', 1, '17']","Los Angeles, California, United States","Los Angeles, Los Angeles County, California, United States of America","('34n0537', '118w2428')",<flatlib.chart.Chart object at 0x624acfa58>
Bruce_Davison,r_producers,337,"['1946', 6, '28']","Philadelphia, Pennsylvania, United States","Philadelphia, Philadelphia County, Pennsylvania, United States of America","('39n9527', '75w1635')",<flatlib.chart.Chart object at 0x624abd240>
Nichelle_Nichols,r_producers,338,"['1932', 12, '28']","Robbins, United States","Robbins, Cook County, Illinois, 60472, United States of America","('41n6439', '87w7037')",<flatlib.chart.Chart object at 0x624abda58>
Michael_Dorn,r_producers,339,"['1952', 12, '9']","Luling, United States","Luling, Caldwell County, Texas, 78468, United States of America","('29n6803', '97w6473')",<flatlib.chart.Chart object at 0x624ab8278>
Stephen_Furst,r_producers,340,"['1955', 5, '8']","Norfolk, Virginia, United States","Norfolk, Virginia, 23510, United States of America","('36n8463', '76w2929')",<flatlib.chart.Chart object at 0x624ab8a90>
Andrey_Konchalovskiy,r_producers,341,"['1937', 8, '20']","Moscow, Russia","Москва, Центральный федеральный округ, Россия","('55n4792', '37e3273')",<flatlib.chart.Chart object at 0x624ab8a58>
Marlon_Wayans,r_producers,342,"['1972', 7, '23']","New York, New York, United States","New York, United States of America","('40n7127', '74w006')",<flatlib.chart.Chart object at 0x624aab978>
Nicky_Katt,r_producers,343,"['1970', 5, '11']","Jin Dakota, United States","Dakota County, Minnesota, United States of America","('44n6667', '93w0449')",<flatlib.chart.Chart object at 0x624ad6240>
Mary_Steenburgen,r_producers,344,"['1953', 2, '8']","Newport, United States","Newport, Newport County, Rhode Island, United States of America","('41n49', '71w3138')",<flatlib.chart.Chart object at 0x624ad6208>
Richard_Schiff,r_producers,345,"['1955', 5, '27']","Bethesda, Maryland, United States","Bethesda, Montgomery County, Maryland, United States of America","('38n982', '77w1242')",<flatlib.chart.Chart object at 0x624a98198>
Mathieu_Kassovitz,r_producers,346,"['1967', 8, '3', '18:40']","Paris, France","Paris, Île-de-France, France métropolitaine, France","('48n8567', '2e3515')",<flatlib.chart.Chart object at 0x624a989e8>
Jamie_Kennedy,r_producers,347,"['1970', 5, '25']","Upper Darby, Pennsylvania, United States","Upper Darby, Delaware County, Pennsylvania, United States of America","('39n9284', '75w2738')",<flatlib.chart.Chart object at 0x624aa4240>
Loren_Avedon,r_producers,348,"['1962', 7, '30']","Los Angeles, California, United States","Los Angeles, Los Angeles County, California, United States of America","('34n0537', '118w2428')",<flatlib.chart.Chart object at 0x624aa4a58>
Jada_Pinkett_Smith,r_producers,349,"['1971', 9, '18']","Baltimore, Maryland, United States","Baltimore, Maryland, 21203, United States of America","('39n2909', '76w6108')",<flatlib.chart.Chart object at 0x624aa8240>
Joan_Chen,r_producers,350,"['1961', 4, '26']","Shanghai, China","上海市, China 中国","('31n2323', '121e4692')",<flatlib.chart.Chart object at 0x624aa8ac8>
John_Forsythe,r_producers,351,"['1918', 1, '29']","Penns Grove, United States","Penns Grove, Salem County, New Jersey, United States of America","('39n7296', '75w468')",<flatlib.chart.Chart object at 0x624ab3240>
Dee_Wallace-Stone,r_producers,352,"['1948', 12, '14']","Kansas City, Missouri, United States","Kansas City, Jackson County, Missouri, United States of America","('39n1001', '94w5781')",<flatlib.chart.Chart object at 0x624ab3a58>
